Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Combinatorics	Combinatorial algebra and counting	permutation structure	cycle decomposition; sign; swaps; local constraints; matrices	Cayley graph; permutation parity	classification; counting	PERMUTATION CODES; PERMUTATION CYCLES; PERMUTATION DIAGRAMS; PERMUTATION DYNAMICS; PERMUTATION ENCODING; PERMUTATION GRAPHS; PERMUTATION INEQUALITY; PERMUTATION MATRICES; PERMUTATION MATRIX; PERMUTATION OBSTRUCTION; PERMUTATION PARITY; PERMUTATION POSETS; PERMUTATION SEARCH; PERMUTATION SIGN; PERMUTATION STATISTICS; PERMUTATION SWAPS; PERMUTATION/FIXED POINT; PERMUTATIONS / DISTANCE CONSTRAINTS; PERMUTATIONS BY ROWS; PERMUTATIONS OF INTEGERS; PERMUTATIONS ON A CYCLE; PERMUTATIONS WITH LOCAL CONSTRAINTS; PERMUTATIONS/CAYLEY GRAPHS; PERMUTATIONS/CYCLE STRUCTURE; PERMUTATIONS/GROUP ACTIONS; PERMUTATIONS/MATCHING/DISCREPANCY
Combinatorics	Graph theory	orientation/tournament	oriented graph; tournament; pseudoline arrangement	Paley tournament; orientation theorem	construction; counting	ORIENTATION; ORIENTATION THEOREM; ORIENTATIONS; ORIENTATIONS ON PSEUDOLINE ARRANGEMENTS; ORIENTED TURNS; PALEY/DOUBLY REGULAR TOURNAMENTS
Combinatorics	Graph theory	nearest-neighbour/proximity graph	geometric graph; planar graph; nearest/farthest rule	planarity lemmas	construction; obstruction	NEAREST-NEIGHBOUR DIGRAPHS; NEAREST/FARTHEST GRAPH; PROXIMITY GRAPHS / PLANARITY / CONNECTIVITY STRATEGIES
Combinatorics	Probabilistic and extremal methods	probabilistic method	random selection; averaging; entropy; deletion	probabilistic method; Lovasz local lemma when applicable	existence proof	PROBABILISTIC/AVERAGING; PROBABILISTIC/ENTROPY; PROBABILISTIC/GREEDY DELETION; PROBABILITY METHOD; RANDOM SIGNS; RANDOM SUBSETS
Algebra	Probability and recurrences	probability/Markov recurrence	Markov chain; recurrence relation; expectation	Markov chain	recurrence setup	PROBABILITY INTERPRETATION; PROBABILITY; RECURRENCE; MARKOV CHAIN
Combinatorics	Process invariants	process analysis	potential; invariant; termination; greedy	monovariant principle	process proof	PROCESS ANALYSIS; PROCESS INTERPRETATION; PROCESSES; RANDOM WALK/POTENTIAL; POTENTIAL/ENERGY METHOD; POTENTIAL/ENERGY METHODS; POTENTIAL/COMPENSATION
Geometry	Projective and advanced geometry	Pascal/Brianchon/Cayley-Bacharach configuration	projective theorem; conic; hexagon	Pascal theorem; Brianchon theorem; Cayley-Bacharach	collinearity/concurrency proof	PASCAL/BRIANCHON FLAVOR; PASCAL/CAYLEY-BACHARACH; PASCAL/CEVA
Combinatorics	Coloring, tiling, grids, and invariants	Pascal triangle mod 2	Lucas theorem; parity; Sierpinski structure	Lucas theorem	modular counting	PASCAL MOD 2; PASCAL TRIANGLE MOD 2
Geometry	Circle geometry	Ptolemy/cyclic quadrilateral	cyclicity; length relation; inequality	Ptolemy theorem; Ptolemy inequality	length chase; inequality	PTOLEMY INEQUALITY; PTOLEMY/GOLDEN RATIO; PTOLEMY/HOMOTHETY; PTOLEMY/PERIMETER INEQUALITIES
Geometry	Projective and advanced geometry	pole-polar system	polar line; La Hire; harmonic bundle; tangent chord relation	La Hire theorem; pole-polar theorem	projective reduction; tangency proof	POLAR LINE; POLAR/CONTACT GEOMETRY; POLAR/INVOLUTION; POLAR/POWER; POLAR/PROJECTIVE GEOMETRY; POLAR/RADICAL AXIS; POLAR/SYMMEDIAN; POLAR/TANGENT LINES; POLAR/TANGENT STRUCTURE; POLARS AND HARMONIC BUNDLES; POLARS W.R.T. INCIRCLE; POLARS/POLES (CIRCLE); POLARS/POWERS; POLARS/TANGENTS; POLAR–CHORD RELATIONS; POLE-POLAR/COORDINATES; POLE-POLAR/LOCUS; POLE-POLAR/PROJECTIVE GEOMETRY; POLE/POLAR / PROJECTIVE; POLE/POLAR FLAVOR; POLE/TANGENT TRIANGLE
Geometry	Projective and advanced geometry	projective transformation/involution	homography; cross-ratio; harmonic bundle; duality; conic	Desargues; Pascal; pole-polar when applicable	projective reduction	PROJECTIVE / HARMONIC BUNDLES; PROJECTIVE / HOMOTHETY / HARMONIC BUNDLES; PROJECTIVE COMPUTATION; PROJECTIVE IDEAS; PROJECTIVE INVOLUTION ON A CHORD; PROJECTIVE LINES; PROJECTIVE MAPS; PROJECTIVE METHODS; PROJECTIVE METRIC; PROJECTIVE METRIC GEOMETRY; PROJECTIVE PARALLELS; PROJECTIVE RATIO CHASE; PROJECTIVE VIEWPOINT; PROJECTIVE-FLAVORED CONCURRENCY; PROJECTIVE-METRIC GEOMETRY; PROJECTIVE/AFFINE CONFIGURATION; PROJECTIVE/AFFINE METHODS; PROJECTIVE/AFFINE REDUCTION; PROJECTIVE/CONIC INVOLUTION; PROJECTIVE/CONICS; PROJECTIVE/HARMONIC; PROJECTIVE/HOMOTHETY; PROJECTIVE/INVOLUTION ON A PENCIL; PROJECTIVE/LOCUS; PROJECTIVE/POLAR; PROJECTIVE/RATIO CHASE; PROJECTIVE/SYNTHETIC GEOMETRY
Algebra	Complex, trigonometric, and Fourier methods	trig/projective bash	sine rule; trig coordinates; complex numbers	trig Ceva/Menelaus when applicable	analytic proof	PROJECTIVE OR TRIG; PROJECTIVE/TRIG BASH; PROJECTIVE/TRIG CHASE; PROJECTIVE/TRIG COORDINATES; PROJECTIVE/TRIG GEOMETRY; PROJECTIVE/TRIG LEMMA
Algebra	Polynomials and algebraic manipulation	polynomial degree/coefficients	degree forcing; coefficient comparison; interpolation; divisibility	factor theorem; Vieta; Lagrange interpolation	algebraic reduction	POLYNOMIAL ANSATZ; POLYNOMIAL BASES; POLYNOMIAL BOUNDS; POLYNOMIAL CHARACTERS; POLYNOMIAL COEFFICIENTS; POLYNOMIAL COMPARISON; POLYNOMIAL COUNTING; POLYNOMIAL DEGREE; POLYNOMIAL DIVISIBILITY / SYMMETRY / IRREDUCIBILITY; POLYNOMIAL EXTREMA; POLYNOMIAL EXTREMAL; POLYNOMIAL FORCING; POLYNOMIAL GCD; POLYNOMIAL RELATIONS; POLYNOMIAL-LIKE RIGIDITY; POLYNOMIAL/AFFINE STRUCTURE; POLYNOMIALS / REAL-ROOTEDNESS; POLYNOMIALS AND GEOMETRY; POLYNOMIALS/COMPOSITION; POLYNOMIALS/DIVIDED DIFFERENCES/DEGREE FORCING; POLYNOMIALS/DIVISIBILITY; POLYNOMIALS/SYMMETRY/DEGREE COMPARISON
Algebra	Functional equations	polynomial functional equation	degree comparison; substitution; leading coefficient	polynomial identity principle	classification	POLYNOMIAL FUNCTIONAL EQUATIONS; QUADRATIC FE
Algebra	Sequences, recurrences, and series	polynomial sequence/recurrence	finite differences; interpolation; generating functions	finite difference lemma	induction; reconstruction	POLYNOMIAL SEQUENCES; NONLINEAR RECURRENCE; NONLOCAL RECURRENCE
Algebra	Polynomials and algebraic manipulation	quadratic polynomial/root/form	discriminant; factorization; completing square; root switch	quadratic formula; Vieta	casework; descent	QUADRATIC BOUND; QUADRATIC BOUNDS; QUADRATIC COMPARISON; QUADRATIC CONSTRAINT; QUADRATIC CONSTRUCTION; QUADRATIC FACTORIZATION; QUADRATIC FEASIBILITY; QUADRATIC FIBERS; QUADRATIC FORCING; QUADRATIC FORM IDENTITY; QUADRATIC FORM STRUCTURE; QUADRATIC IDENTITIES; QUADRATIC MAPS; QUADRATIC POSITIVITY; QUADRATIC ROOT; QUADRATIC ROOT SWITCH; QUADRATIC SYSTEMS; QUADRATIC-TYPE SOLUTIONS
Algebra	Inequalities and optimization	pointwise/radical/rational inequality	Cauchy; Jensen; AM-GM; rationalization	Cauchy-Schwarz; Jensen	bounding; equality cases	POINTWISE POLYNOMIAL INEQUALITY; RADICAL INEQUALITIES; RADICAL INEQUALITY; RATIONAL INEQUALITY; R-R INEQUALITIES; NEWTON INEQUALITIES; PAIRWISE INEQUALITIES; QUADRILATERAL INEQUALITIES; POLYGON INEQUALITIES
Algebra	Equations, substitutions, and transformations	rational expression/manipulation	clearing denominators; substitution; parameterization	rational root test when polynomial	simplification; classification	RATIONAL BOUNDING; RATIONAL DENOMINATOR; RATIONAL DENOMINATORS; RATIONAL ESTIMATES; RATIONAL EXPONENTS; RATIONAL EXPRESSIONS; RATIONAL IDENTITIES; RATIONAL MANIPULATION; RATIONAL NUMBERS; RATIONAL PARAMETER CLASSIFICATION; RATIONAL POLYNOMIALS; RATIONAL SCALING; RATIONAL SIMPLIFICATION
Number Theory	Diophantine equations and descent	quadratic Diophantine relation	modular restriction; descent; discriminant	Pell/Vieta when applicable	descent; obstruction	QUADRATIC DESCENT; QUADRATIC IN PARAMETER; QUADRATIC IRRATIONAL; QUADRATIC IRRATIONALITY; QUADRATIC MANIPULATION; QUADRATIC PERTURBATION; QUADRATIC REFORMULATION; QUADRATIC TRANSFORMATIONS
Number Theory	Algebraic number theory flavor	rational conic/line/lattice	parametrization; rational points; lattice point method	rational parametrization	construction; classification	RATIONAL ANGLES; RATIONAL AP; RATIONAL ASPECT RATIO; RATIONAL CONE; RATIONAL CONICS; RATIONAL COORDINATES; RATIONAL D-TH POWERS; RATIONAL LATTICE; RATIONAL LINEAR DEPENDENCE; RATIONAL LINEAR RELATIONS; RATIONAL LINES; RATIONAL SEQUENCES; RATIONAL SEQUENCES/TELESCOPING
Combinatorics	Graph theory	Ramsey configuration	edge coloring; clique/independent set; induction	Ramsey theorem; Ramsey R(3,n); Turán when applicable	existence; contradiction	RAMSEY; RAMSEY CHECK; RAMSEY R(3; RAMSEY THEOREM; RAMSEY-TYPE COLORING; RAMSEY-TYPE CONSTRUCTION; RAMSEY-TYPE COVERING; RAMSEY-TYPE INDUCTION; RAMSEY/CANONICAL COLORING; RAMSEY/GALLAI; RAMSEY/TURÁN
Algebra	Extremal methods, monotonicity, and invariants	Ramsey-type extremal bound	extremal graph theory; density; blocking	Ramsey/Turán	upper/lower bound	RAMSEY-TYPE EXTREMAL; RAMSEY/EXTREMAL GRAPH THEORY; RAMSEY/SCHUR COLORING
Combinatorics	Coloring, tiling, grids, and invariants	rainbow structure	rainbow matching/connectivity; color classes	rainbow matching lemma when applicable	existence; obstruction	RAINBOW CONNECTIVITY; RAINBOW MATCHINGS; MISSING-COLOR SETS; MONOCHROMATIC COMPONENTS
Combinatorics	Graph theory	packing/covering designs	matching; separation; design packing	packing bound	construction; lower bound	PACKING CONSTRUCTION; PACKING DESIGNS; PACKING ON T^2; PACKING/COVERING; PACKING/GREEDY GROUPING; PACKING/SEPARATION; PACKING/TOUCHING
Combinatorics	Graph theory	path/cycle structure	path cover; decomposition; adjacency constraints	Hamilton/Ore when applicable	construction; obstruction	PATH BOUND; PATH COUNTING; PATH COVERING; PATH ENCODING; PATH PARTITIONS; PATH/ADJACENCY CONSTRAINT; PATH/CYCLE DECOMPOSITION; PATHS→CYCLES; NONBACKTRACKING CYCLES; ODD CYCLE
Combinatorics	Graph theory	motion on graph/scheduling	walk dynamics; state graph; invariant	graph automorphism when applicable	process proof	MOTION; MOTION ON GRAPHS; MOTION ON GRAPHS/SCHEDULING; MOTION/INVARIANCE; PERIODIC WALKS
Combinatorics	Graph theory	special graph obstruction	Petersen graph; pseudo-forest; primitive digraph exponent	Petersen graph facts	construction; obstruction	PETERSEN GRAPH; PSEUDOFORESTS; PRIMITIVE DIGRAPH EXPONENT
Geometry	Dynamic and locus geometry	moving point/chord/line/configuration	locus; invariant under movement; continuity	envelope/locus lemma	tracking; invariant	MOVING CHORD; MOVING CONFIGURATION; MOVING CONFIGURATIONS; MOVING LINE; PROJECTION GAPS; PROJECTION MODEL
Geometry	Projective and advanced geometry	projection/radial order	central projection; radial order; Loomis-Whitney flavor	projection theorem when applicable	reduction; counting	RADIAL ORDER; RADIAL PROJECTION; PROJECTION FORMULA; PROJECTION INVARIANT; PROJECTION MONOTONICITY; PROJECTION/COUNTING; PROJECTIONS/LOOMIS–WHITNEY FLAVOR
Geometry	Circle geometry	power of a point/radical axis	tangent-secant; radical axis; coaxality	power of a point; radical axis theorem	length chase; concurrence	POWER OF A POINT & RADICAL AXIS; POWER OF A POINT/APOLLONIUS; POWER RATIOS; POWER RELATIONS; POWER/ANGLES; POWER/CIRCLE INTERSECTION; POWER/COORDINATES; POWER/INVERSION FLAVOR; POWER/PRODUCT IDENTITIES; POWER/PRODUCT RELATION; POWER/SINE RATIOS; POWER/SINE RULE; POWER/TANGENCY CRITERIA; POWER/TANGENT FLAVOR; POWERS OF A POINT; POWERS OF POINTS; RADICAL AXES/COAXALITY; RADICAL AXES/POWER OF A POINT; RADICAL AXIS / PARALLELS; RADICAL AXIS / POWER OF A POINT; RADICAL AXIS/CYCLIC CONFIGURATIONS; RADICAL AXIS/ORTHOGONALITY; RADICAL AXIS/REIM; RADICAL-AXIS BUNDLES; RADICAL-AXIS STRUCTURE
Combinatorics	Coloring, tiling, grids, and invariants	parity invariant	involution; parity split; mod 2 coloring; edge parity	parity lemma	obstruction; invariant	PARITY AT X=-1; PARITY BIAS; PARITY CONSTRAINT; PARITY DECOMPOSITION; PARITY ENUMERATION; PARITY EXTREMAL; PARITY IN 3D GRIDS; PARITY INVOLUTION; PARITY LIFT; PARITY OF COMPOSITION; PARITY OF DEGREE; PARITY OF N; PARITY OF QUOTIENTS; PARITY ON EDGES; PARITY OPTIMIZATION; PARITY PARTITION; PARITY PATTERNS; PARITY RECURSION; PARITY TRANSLATIONS; PARITY VECTORS; PARITY-FREE COUNTING; PARITY-TYPE SPLIT; PARITY/AREA; PARITY/BLOCK DECOMPOSITION; PARITY/COMPLETE MAPPINGS; PARITY/CONVOLUTION; PARITY/COUNTING; PARITY/CUTS; PARITY/DYADIC TIME PARTITION; PARITY/EQUALITY QUERIES; PARITY/INVARIANTS ON CYCLES; PARITY/LATTICE TOPOLOGY; PARITY/ORDER SYMMETRY; PARITY/ORDERING; PARITY/RANK; PARITY/TURN COUNTING; PARITY/WINDOW SUMS
Algebra	Equations, substitutions, and transformations	parameter classification	parameter comparison; range restriction; optimization parameter	discriminant/range lemmas	classification; casework	PARAMETER CLASSIFICATION; PARAMETER COMPARISON; PARAMETER CONTROL; PARAMETER DIFFERENTIATION; PARAMETER INEQUALITY; PARAMETER OPTIMIZATION; PARAMETER RANGE; PARAMETER RANGES; PARAMETER RESTRICTION; PARAMETER SEARCH; PARAMETER SHIFT; RANGE BOUND; RANGE RESTRICTION; RANGE SHIFTS; RANGE/INJECTIVITY
Algebra	Algebraic structures and dynamics	orbit structure	group action; orbit comparison; fixed point; automorphism	orbit-stabilizer when applicable	classification; construction	ORBIT COMPARISON; ORBIT CONSTRUCTION; ORBIT STRUCTURE; POWER AUTOMORPHISMS; MÖBIUS CONJUGACY; PSL2(Z) DYNAMICS
Algebra	Functional equations	normalization and fixed forms	set f(1); scale/translate; normal form	identity principle when applicable	normalization	NORMAL FORMS; NORMALIZATION F(1); NORMALIZATION TRICKS; NORMALIZED PRODUCTS; NO REGULARITY; NO REGULARITY assumptions
Combinatorics	Counting and enumerative combinatorics	q-binomial / q-enumeration	generating function; symmetry; integrality	q-binomial theorem	enumeration; integrality	Q = -1 ENUMERATION; Q-BINOMIAL; Q-BINOMIAL IDENTITY; Q-BINOMIAL SYMMETRY
Combinatorics	Set systems, posets, and extremal set theory	set family intersection	EKR/Helly-style; pairwise intersecting	Erdos-Ko-Rado; Helly when applicable	extremal; existence	PAIRWISE-INTERSECTING FAMILIES; PRIVATE REPRESENTATIVES; RANGE SPACES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	query design/strategy	adaptive queries; information partition	binary search/adversary when applicable	strategy; lower bound	QUERY DESIGN; QUERY STRATEGY
Combinatorics	Counting and enumerative combinatorics	necklace/Witt transform	Burnside; primitive words; Möbius inversion	Witt formula; Burnside lemma	enumeration	NECKLACE/WITT TRANSFORM; PRIMITIVE WORDS
Combinatorics	Combinatorial algebra and counting	number arrangement/order testing	permutation/ordering constraints; reconstruction	inclusion-exclusion when applicable	construction; reconstruction	NUMBER ARRANGEMENT; ORDER TESTING; ORDER RECONSTRUCTION; ORDER-PRESERVING INJECTIONS; ORDERED DIFFERENCES; ORDERED DISTANCES; ORDERED EDGES; ORDERED FRACTIONS; ORDERED PAIRING; ORDERED STRUCTURE
Combinatorics	Coloring, tiling, grids, and invariants	plane arrangements/cuts	line arrangement; cell count; coloring; non-grid cuts	Euler formula for arrangements	construction; lower bound	PLANE ARRANGEMENTS; NON-GRID CUTS; PLANAR DECOMPOSITION; PLANAR OBSTRUCTION; PLANAR OVERLAP CONSTRAINTS; PARALLEL STRIPS
Combinatorics	Process/greedy methods	peeling/pedestrian algorithm	greedy deletion; ordering; invariant	greedy lemma	algorithmic proof	PEDESTRIAN ALGORITHM; PEDESTRIAN ARGUMENT; PEELING ORDERS; PERIODIC LOSING POSITIONS
Combinatorics	Combinatorial algebra and counting	parking functions	parking function bijection; Prüfer-like counting	parking function formula	enumeration	PARKING FUNCTIONS
Combinatorics	Combinatorial algebra and counting	perfect/rainbow matching obstruction	Hall-type condition; augmenting paths	Hall theorem	existence; obstruction	PERFECT MATCHING; PERFECT MATCHINGS; RAINBOW MATCHINGS; ONLINE MATCHING
Combinatorics	Graph theory	planar point sets/no-three-in-line	incidence geometry; general position; graph drawing	Sylvester-Gallai when applicable	construction; obstruction	NO-THREE-IN-LINE; PLANAR POINT SETS; PERTURBED GRIDS
Combinatorics	Set systems, posets, and extremal set theory	MMS-type triples	partition/share constraints; averaging	Manickam-Miklós-Singhi flavor	existence; extremal	MMS FLAVOR; MMS-TYPE TRIPLES
Combinatorics	Set systems, posets, and extremal set theory	packing/covering/rainbow sets	greedy grouping; separation; design	packing bound	construction; lower bound	PACKING CONSTRUCTION; PACKING DESIGNS; RAINBOW MATCHINGS
Algebra	Analytic estimates and asymptotics	one-variable calculus/estimate	derivative; convexity; monotonicity; tangent line	calculus extremum test	optimization	ONE-VARIABLE CALCULUS; ONE-VARIABLE CALCULUS/ALGEBRA; ONE-VARIABLE ESTIMATE; ONE-VARIABLE MAXIMIZATION; ONE-VARIABLE MINIMIZATION; ODE
Algebra	Inequalities and optimization	mixed means/norms/Muirhead	AM-GM; Jensen; Muirhead; UVW	Muirhead; UVW; Nesbitt	inequality proof; equality cases	MIXED MEANS; MIXED NORMS; MUIRHEAD/UVW; MULTILINEAR INEQUALITY; NESBITT/AM-GM; NEWTON INEQUALITIES; RANKIN/SHAPIRO-TYPE INEQUALITY
Algebra	Equations, substitutions, and transformations	operation transform	change of variables; invariant operation; affine iteration	conjugacy when applicable	reduction	OPERATION TRANSFORM; PIECEWISE AFFINE ITERATIONS; PIECEWISE-LINEAR DYNAMICS; PIECEWISE-LINEAR MINIMIZATION
Algebra	Polynomials and algebraic manipulation	piecewise polynomial/quadratic	case split; interpolation; finite differences	polynomial identity principle	casework; bounding	PIECEWISE COUNTING; PIECEWISE LINEARITY; PIECEWISE MONOTONICITY; PIECEWISE POLYNOMIALS; PIECEWISE QUADRATIC
Algebra	Complex, trigonometric, and Fourier methods	complex/orthogonality on circle	roots of unity; complex plane; trigonometric product	orthogonality of roots of unity	coordinate proof	ORTHOGONALITY ON THE CIRCLE; POSITIVE TRIG POLYNOMIALS; PROJECTIVE/COMPLEX; PROJECTIVE/COMPLEX GEOMETRY
Algebra	Extremal methods, monotonicity, and invariants	perimeter/area potential	geometric invariant interpreted algebraically	monovariant/potential principle	invariant proof	PERIMETER INVARIANT; PERIMETER INVARIANTS; POTENTIAL; POTENTIAL BY CROSSING COUNT
Geometry	Projective and advanced geometry	homography/cross-ratio on circle	Möbius transform; chord involution; cross-ratio	projective involution	projective reduction	PARALLEL-CHORD HOMOGRAPHY; PROJECTIVE/MÖBIUS TRANSFORMATIONS; PROJECTIVE ON LINE EF
Geometry	Core Euclidean geometry	normals/orthogonal coordinates	normal line; coordinate axes; perpendicular directions	orthogonal coordinate facts	coordinate proof	NORMALS; ORTHOGONAL COORDINATES; ORTHOGONAL LINES; ORTHOGONAL DIRECTIONS; ORTHOGONAL GEOMETRY
Geometry	Circle geometry	oriented power/angles	directed angles; power; cyclic relation	power of a point	angle chase	ORIENTED POWER; POWER/ANGLES
Geometry	Geometry-flavored algebra	nested polygons/triangles	homothety; similarity; coordinates; recurrence	similarity lemmas	iteration; invariant	NESTED INTERSECTIONS; NESTED POLYGONS; NESTED TRIANGLES
Geometry	Core Euclidean geometry	point in triangle/obtuse criterion	barycentric/area coordinates; vector dot product	angle criterion	coordinate proof	POINT IN TRIANGLE; OBTUSE CRITERION; PLANE ANGLES; POLYGON ANGLES
Geometry	Convexity and metric geometry	plank/packing/covering in plane	width; convex covering; separation	plank theorem	lower bound; covering	PLANK THEOREM; PLANAR COVERINGS; PACKING ON T^2
Geometry	Projective and advanced geometry	Pappus/Desargues-style projective setup	perspectivity; collinearity/concurrency	Desargues; Pappus; perspectivity	projective proof	PERSPECTIVITY; PROJECTIVE-FLAVORED CONCURRENCY; PROJECTIVE-LOOKING CONFIGURATION
Geometry	Geometry-flavored algebra	quad/quadrilateral geometry	coordinates; area; transformation; inequality	Brahmagupta/Ptolemy/Pitot when applicable	coordinate/length chase	QUAD GEOMETRY; QUADRILATERAL AREA; QUADRILATERAL COORDINATES; QUADRILATERAL INEQUALITIES; QUADRILATERAL INEQUALITY; QUADRILATERAL TRANSFORMATION
Number Theory	Arithmetic functions and divisor structure	ordered factorizations/product partition	factorization tree; divisor count; multiplicative functions	unique factorization	enumeration	ORDERED FACTORIZATIONS; PRODUCT EQUATIONS; PRODUCT PARTITION; POWERFUL/SQUAREFUL NUMBERS
Number Theory	Congruences, residues, and modular arithmetic	parity/oddness	odd/even decomposition; 2-adic valuation	LTE when applicable	casework; invariant	ODDNESS; ODD CYCLE; PARITY OF QUOTIENTS; PARITY OPTIMIZATION
Number Theory	Analytic/approximation number theory	Pisot/Salem/rational angles	algebraic integer; approximation; roots	Pisot/Salem facts	avoidance; contradiction	PISOT/SALEM AVOIDANCE; RATIONAL ANGLES
Number Theory	Diophantine equations and descent	nonsquare proof	modular obstruction; infinite descent	quadratic residues	contradiction	NONSQUARE PROOF; NEAREST SQUARE; NEAR SQUARES
Number Theory	Sequences, recurrences, and series	Fibonacci/Zeckendorf/lattice points	recurrence; representation; greedy expansion	Zeckendorf theorem	construction; counting	NUMBER THEORY/COMBINATORICS; FIBONACCI REPRESENTATION; LATTICE POINTS; ZECKENDORF-TYPE IDEAS
Number Theory	Congruences, residues, and modular arithmetic	oscillation/interpolation pattern	modular sequence; polynomial interpolation	finite differences	pattern proof	OSCILLATION; OSCILLATION/INTERPOLATION; PATTERN INDUCTION; PATTERN RECOGNITION
Number Theory	Number-theoretic algebra	Newton identities/power sums	symmetric sums; Vandermonde; recurrence	Newton identities; Vandermonde determinant	reconstruction	NEWTON IDENTITIES; POWER SUMS & VANDERMONDE
Algebra	Equations, substitutions, and transformations	ansatz/support	monomial ansatz; support comparison; basis selection	basis expansion	construction; classification	MONOMIAL ANSATZ; MONOMIAL BASIS; MONOMIAL SUPPORT; PADÉ-STYLE CONSTRAINTS; PADÉ/HERMITE FLAVOR
Algebra	Inequalities and optimization	nonnegativity/positivity constraint	sum of squares; PSD; interval positivity	SOS/PSD criterion	nonnegativity proof	NONNEGATIVITY; POSITIVITY CONSTRAINTS; POSITIVITY ON [0; POSITIVE/NEGATIVE DEPENDENCE
Algebra	Extremal methods, monotonicity, and invariants	prefix/tail sums	partial summation; invariant; density	summation by parts	bounding; induction	PREFIX DENSITIES; PREFIX IMBALANCE; PREFIX SUMS MOD 2; PREFIX/TAIL SUMS; PARTIAL SUMMATION
Algebra	Polynomials and algebraic manipulation	radical expression	rationalization; radical separation; factorization	conjugate radical trick	simplification; inequality	RADICAL FACTORIZATION; RADICAL RATIONALIZATION; RADICAL SEPARATION; RADICAL SIMPLIFICATION; RADICALS/WEIGHTED AM-GM
Algebra	Combinatorial algebra and counting	reconstruction from ordered data	order testing; multiset equality; symmetric expression	Vieta when applicable	reconstruction	ORDER RECONSTRUCTION; MULTISET EQUALITY; ORDERED DIFFERENCES
Combinatorics	Graph theory	tree/forest/path covering	peeling; spanning connectivity; edge-coloring	tree lemmas	construction	PSEUDOFORESTS; PLANAR GRAPHS/SPANNING CONNECTIVITY/EDGE-COLORING
Combinatorics	Counting and enumerative combinatorics	pattern avoidance/matrix	forbidden patterns; extremal matrix; induction	Marcus-Tardos flavor when applicable	upper bound	PATTERN-AVOIDANCE IN MATRICES; PEAKS; PIECEWISE COUNTING
Geometry	Core Euclidean geometry	ratio geometry	similar triangles; sine rule; mass points	Ceva/Menelaus when applicable	ratio chase	RATIO CONDITION; RATIO GEOMETRY; RATIO-CHASING ON COMPLETE QUADRILATERAL; POWER/SINE RATIOS
Geometry	Core Euclidean geometry	circle/chord orthogonality	perpendicular chords; chord classes; circle geometry	intersecting chords theorem	angle/length chase	ORTHOGONAL CHORDS; PERPENDICULAR CHORD CLASSES; PERPENDICULAR CHORDS